"Date","Open","High","Low","Close","Volume","Adj Close"
"2015-06-01",212.940002,213.850006,211.809998,212.679993,741900,212.594691
"2015-05-29",215.839996,215.839996,209.240005,211.630005,1767300,211.545124
"2015-05-28",216.190002,217.440002,215.050003,215.839996,922900,215.753427
"2015-05-27",217.800003,219.5,215.860001,216.610001,1212600,216.523123
"2015-05-26",219.5,219.5,217.580002,217.789993,725500,217.702642
"2015-05-22",221.649994,221.910004,218.490005,219.679993,538900,219.591884
"2015-05-21",218.649994,220.720001,218.5,219.940002,687700,219.851789
"2015-05-20",220.399994,221.899994,218.440002,219.070007,960600,218.982143
"2015-05-19",219,221.470001,218.539993,220.220001,1152700,220.131675
"2015-05-18",215.160004,219.619995,215.050003,219.020004,1941000,218.93216
"2015-05-15",208.610001,216.440002,208.539993,215.490005,3287100,215.403577
"2015-05-14",208.440002,209.380005,206.399994,207.610001,1673400,207.526732
"2015-05-13",208.860001,210,204.899994,208.199997,2329800,208.116492
"2015-05-12",209,209.770004,206.830002,207.929993,1253600,207.846596
"2015-05-11",205.860001,209.929993,205.699997,209.229996,1328100,209.146078
"2015-05-08",206.220001,207,205.809998,206.360001,2327700,206.277234
"2015-05-07",206.850006,207.220001,205.169998,206.039993,1151900,205.957355
"2015-05-06",208.179993,208.949997,206.479996,207.210007,696400,207.126899
"2015-05-05",208.490005,209.630005,207.270004,208.110001,620200,208.026532
"2015-05-04",208.940002,210,208.580002,208.809998,495600,208.726248
"2015-05-01",207.929993,209.240005,206.550003,208.779999,524300,208.696261
"2015-04-30",206.320007,207.320007,205.050003,206.690002,1040200,206.607103
"2015-04-29",206.850006,208,205.119995,206.949997,979400,206.866994
"2015-04-28",204.75,208.289993,204.179993,207.960007,1261000,207.876598
"2015-04-27",200.929993,205.649994,200.600006,205.039993,1810500,204.957756
"2015-04-24",204.820007,205.440002,200.270004,200.509995,1622000,200.429574
"2015-04-23",203.710007,206.009995,203.710007,205.160004,898000,205.077718
"2015-04-22",204.570007,205.869995,204.570007,204.839996,777400,204.757839
"2015-04-21",204.830002,205.809998,203.679993,204.740005,846000,204.657888
"2015-04-20",201.899994,205,201.600006,203.899994,1303500,203.818214
"2015-04-17",204.160004,204.160004,200.759995,201.149994,1595500,201.069317
"2015-04-16",207.770004,207.770004,204.550003,204.759995,1856100,204.677869
"2015-04-15",205.110001,211.119995,203.919998,208.080002,5452700,207.996545
"2015-04-14",212,217.089996,211.550003,215.970001,1441200,215.88338
"2015-04-13",213,214.949997,212.389999,212.389999,1330000,212.304814
"2015-04-10",213.320007,213.460007,212.429993,213,1121100,212.91457
"2015-04-09",213.440002,214.809998,211.580002,212.619995,1478700,212.534718
"2015-04-08",214.25,214.979996,212.490005,214.350006,1286700,214.264035
