"Date","Open","High","Low","Close","Volume","Adj Close"
"2015-05-01",91,91.639999,90.75,91.389999,2674700,88.065025
"2015-04-30",89.660004,91,89.419998,90.519997,2728500,87.226675
"2015-04-29",88.410004,90.260002,88.379997,89.870003,2287000,86.600329
"2015-04-28",88.900002,89.300003,88.269997,88.889999,2746600,85.655981
"2015-04-27",88.360001,89.059998,88.279999,88.93,2081200,85.694526
"2015-04-24",88.489998,88.669998,87.910004,88.389999,1482500,85.174172
"2015-04-23",88.629997,88.889999,88.239998,88.589996,1981500,85.366892
"2015-04-22",87.900002,88.129997,87.620003,88.099998,2026300,84.894722
"2015-04-21",89.019997,89.150002,87.720001,87.919998,2215200,84.72127
"2015-04-20",88.239998,88.980003,87.93,88.900002,2524100,85.665619
"2015-04-17",88.120003,88.389999,87.459999,87.510002,2248500,84.326191
"2015-04-16",89.150002,89.360001,88.639999,88.940002,1709600,85.704164
"2015-04-15",88.110001,89.739998,87.550003,89.339996,3320300,86.089606
"2015-04-14",88.040001,88.07,87.43,87.919998,1823900,84.72127
"2015-04-13",88.790001,89.459999,87.900002,88,2794300,84.798361
"2015-04-10",88.029999,89.760002,88.029999,89.07,2053900,85.829432
"2015-04-09",87.709999,88.650002,87.389999,88.449997,2915000,85.231986
"2015-04-08",88.519997,89.120003,87.389999,87.849998,2094800,84.653817
"2015-04-07",88.629997,89.019997,88.199997,88.440002,1763200,85.222355
"2015-04-06",88.019997,89.050003,87.739998,88.480003,1929600,85.260901
"2015-04-02",87.470001,88.610001,87.470001,87.980003,1555300,84.779092
"2015-04-01",87.760002,88.529999,87.480003,87.599998,3318000,84.412913
"2015-03-31",88.120003,88.599998,87.510002,87.690002,2705700,84.499642
"2015-03-30",87.580002,89.040001,87.309998,88.610001,1748600,85.386169
"2015-03-27",87.300003,87.559998,86.910004,87.459999,2065400,84.278007
"2015-03-26",88,88.459999,87.779999,88.010002,1988900,84.229828
"2015-03-25",88.629997,89.110001,88.269997,88.300003,2720800,84.507373
"2015-03-24",89.260002,89.300003,88.260002,88.470001,2232000,84.670069
"2015-03-23",89.330002,90.120003,89.300003,89.389999,2233800,85.550552
"2015-03-20",88.349998,89.510002,88.230003,89.18,5981900,85.349573
"2015-03-19",89,89.010002,87.629997,88.080002,2586600,84.296821
"2015-03-18",88.25,89.660004,87.510002,89.32,2591400,85.483559
