0.48697,0.48129,0.47447,0.4673,0.45797,0.44586,0.43418,0.42522,0.41944,0.41147,0.40892,0.40984,0.41104,0.41599,0.42322,0.43393,0.44857,0.46562,0.47786,0.49203,0.50609,0.51835,0.53117,0.54164,0.54534,0.54875,0.54978,0.54943,0.54352,0.53657,0.53131,0.52104,0.51212,0.50564,0.49961,0.49226,0.48542,0.48365,0.48201,0.48689,0.48991,0.49497,0.49903,0.50127,0.50733,0.51325,0.51517,0.5189,0.5205,0.52069,0.51919,0.52063,0.52375,0.52264,0.52147,0.51956,0.5185,0.51961,0.51788,0.51641,0.51071,0.50342,0.49597,0.49063,0.48498,0.47403,0.4692,0.46349,0.45464,0.44627,0.44467,0.44355,0.44052,0.43905,0.43986,0.4414,0.44453,0.44859,0.4541,0.45992,0.46666,0.47551,0.48503,0.4896,0.49119,0.49696,0.5024,0.50088,0.50244,0.50369,0.50334,0.49793,0.49824,0.4965,0.49616,0.50036,0.50149,0.50414,0.50877,0.50749
0.48881,0.48292,0.47597,0.46862,0.45985,0.44886,0.43826,0.43055,0.42567,0.41912,0.41757,0.41901,0.42117,0.42594,0.43324,0.44313,0.45623,0.4715,0.48201,0.49392,0.50568,0.5157,0.52625,0.53466,0.53747,0.53976,0.54019,0.53981,0.53464,0.52867,0.52423,0.51576,0.50868,0.50354,0.49889,0.4927,0.48718,0.48589,0.4847,0.4891,0.492,0.4963,0.49984,0.50156,0.50677,0.51183,0.51355,0.51701,0.51871,0.51923,0.51854,0.52047,0.52362,0.52342,0.5231,0.52203,0.52168,0.52292,0.52148,0.51997,0.5149,0.508,0.5011,0.49575,0.49037,0.48054,0.47614,0.47089,0.46307,0.45587,0.45482,0.45414,0.45161,0.45055,0.45119,0.45252,0.45522,0.4586,0.46297,0.46785,0.47317,0.48035,0.48829,0.49211,0.49309,0.49785,0.50216,0.50046,0.50157,0.50253,0.50209,0.49703,0.49744,0.49623,0.49611,0.49991,0.50111,0.50358,0.50791,0.50724
0.49382,0.48712,0.47953,0.47151,0.4628,0.45247,0.44254,0.43572,0.4315,0.42611,0.42538,0.42715,0.4301,0.4346,0.44178,0.45072,0.46215,0.47559,0.48427,0.49401,0.5035,0.51135,0.51978,0.52624,0.52836,0.52977,0.5299,0.5298,0.52558,0.52076,0.51733,0.5107,0.50552,0.50169,0.49823,0.49313,0.48876,0.48765,0.48663,0.49031,0.49284,0.49625,0.49908,0.50033,0.50479,0.50905,0.51069,0.51402,0.51599,0.517,0.51726,0.51975,0.52299,0.52357,0.52412,0.52383,0.52395,0.52512,0.52375,0.52202,0.51737,0.51073,0.5042,0.4988,0.49353,0.48469,0.48075,0.47598,0.46921,0.46322,0.46286,0.46279,0.46099,0.4605,0.46122,0.46247,0.4649,0.46784,0.47121,0.4753,0.47924,0.48478,0.49107,0.49405,0.49442,0.49813,0.50129,0.49939,0.50007,0.50079,0.50027,0.49567,0.49629,0.49568,0.496,0.49958,0.50098,0.5034,0.50745,0.50749
0.50196,0.4942,0.48572,0.47681,0.46793,0.45811,0.44876,0.44274,0.43911,0.43491,0.43505,0.43722,0.44099,0.44534,0.45228,0.46026,0.47005,0.48149,0.48822,0.49557,0.50258,0.50809,0.51421,0.51859,0.51973,0.52007,0.5198,0.51984,0.51653,0.51284,0.51045,0.50565,0.50245,0.50005,0.49782,0.49387,0.49062,0.48969,0.48877,0.49162,0.49366,0.49593,0.49784,0.49828,0.5017,0.50511,0.50651,0.50958,0.51181,0.51329,0.51466,0.51783,0.52147,0.52302,0.52463,0.52541,0.52619,0.5275,0.52638,0.52456,0.52038,0.51391,0.50779,0.50224,0.49693,0.48892,0.48516,0.48067,0.47471,0.46972,0.46995,0.47034,0.4692,0.46931,0.47028,0.47165,0.47406,0.47686,0.47957,0.48317,0.48606,0.49026,0.4951,0.49726,0.49701,0.49963,0.50149,0.4992,0.49934,0.49969,0.49901,0.49473,0.4955,0.49553,0.49631,0.49977,0.50146,0.50397,0.50783,0.50849
0.51131,0.50217,0.49257,0.48253,0.47317,0.46357,0.45452,0.44899,0.44577,0.44254,0.44336,0.44588,0.4504,0.45463,0.46131,0.46836,0.47672,0.4863,0.49133,0.49644,0.50116,0.5045,0.50844,0.51075,0.51088,0.51015,0.5093,0.50931,0.50675,0.50397,0.5024,0.49912,0.49756,0.49643,0.49531,0.49235,0.49009,0.48919,0.48834,0.49048,0.49215,0.49347,0.49451,0.49437,0.49699,0.49978,0.50117,0.5042,0.5068,0.50884,0.51129,0.51518,0.51923,0.52166,0.52419,0.52591,0.52727,0.52874,0.52788,0.52606,0.52241,0.51628,0.51071,0.50533,0.50017,0.49307,0.48955,0.48549,0.48029,0.47617,0.47679,0.4774,0.4766,0.477,0.47787,0.47903,0.48121,0.48367,0.48557,0.48852,0.49035,0.49322,0.49672,0.49814,0.49739,0.49911,0.49994,0.49751,0.49723,0.49734,0.49665,0.49276,0.49383,0.4946,0.49581,0.49911,0.50111,0.50365,0.50721,0.50837
0.52229,0.51157,0.50069,0.48941,0.47944,0.46992,0.46106,0.45593,0.45304,0.45068,0.45204,0.4548,0.4599,0.46395,0.4701,0.47603,0.48293,0.49059,0.49392,0.49691,0.49942,0.50078,0.50269,0.50319,0.50242,0.50081,0.49964,0.49977,0.49804,0.49629,0.49557,0.49381,0.49389,0.49403,0.49387,0.49202,0.49068,0.48977,0.48895,0.49033,0.49156,0.49196,0.49209,0.4914,0.49316,0.49543,0.49683,0.49971,0.50268,0.50524,0.50872,0.5132,0.51759,0.5207,0.524,0.52655,0.52829,0.52979,0.52903,0.52704,0.52371,0.51776,0.51269,0.50736,0.50232,0.49601,0.49268,0.48898,0.48453,0.48126,0.48232,0.48324,0.48298,0.48375,0.48464,0.48581,0.48792,0.49023,0.49156,0.4941,0.49519,0.49701,0.49929,0.50006,0.49903,0.5,0.50002,0.4975,0.49695,0.49696,0.49627,0.49279,0.49406,0.49542,0.49708,0.50023,0.50242,0.50495,0.50813,0.50963
0.52931,0.51744,0.50581,0.49378,0.48358,0.4745,0.46615,0.46163,0.45928,0.45787,0.45988,0.46292,0.46851,0.47246,0.47791,0.48273,0.48824,0.49402,0.4957,0.49665,0.49709,0.49655,0.49655,0.49529,0.49371,0.49126,0.48973,0.48994,0.48896,0.4881,0.48823,0.48775,0.48929,0.49059,0.49137,0.49059,0.49012,0.48928,0.48852,0.48929,0.49029,0.48995,0.48944,0.48844,0.48965,0.49162,0.49323,0.49623,0.49964,0.50277,0.50723,0.51225,0.51699,0.5207,0.52451,0.52759,0.52952,0.53088,0.53007,0.52787,0.52472,0.51884,0.51413,0.50886,0.50391,0.49827,0.49506,0.49171,0.48788,0.48538,0.48673,0.48788,0.48801,0.48909,0.48993,0.49113,0.49314,0.49523,0.49599,0.49806,0.49844,0.49926,0.50032,0.50033,0.49889,0.49904,0.4983,0.49571,0.49487,0.49481,0.4943,0.49137,0.49296,0.49493,0.49706,0.5003,0.50273,0.50535,0.50818,0.50994
0.53588,0.52301,0.51074,0.49805,0.48759,0.47874,0.47074,0.46654,0.46447,0.46373,0.46615,0.46928,0.47514,0.47896,0.4837,0.48749,0.49187,0.49618,0.49662,0.49613,0.49502,0.49304,0.49163,0.48902,0.48678,0.4837,0.48195,0.48209,0.48161,0.48135,0.48193,0.48226,0.48489,0.48707,0.48846,0.48852,0.48875,0.48785,0.4871,0.48743,0.48825,0.48739,0.4864,0.48517,0.48594,0.48776,0.48965,0.49281,0.49667,0.50033,0.50574,0.51125,0.51626,0.52031,0.52441,0.52791,0.52985,0.53096,0.53004,0.52758,0.52448,0.51859,0.5143,0.50918,0.50443,0.49959,0.49669,0.49387,0.49079,0.48915,0.49097,0.49242,0.49311,0.4946,0.49554,0.49684,0.49885,0.50075,0.50102,0.50254,0.50223,0.50207,0.50186,0.50093,0.49893,0.49819,0.49655,0.49363,0.49239,0.4921,0.49171,0.48916,0.49097,0.4934,0.49596,0.49927,0.50202,0.50463,0.50726,0.50921
0.54417,0.52973,0.51628,0.50255,0.49133,0.48221,0.47419,0.46999,0.46806,0.46777,0.47045,0.47365,0.47972,0.48348,0.48754,0.49037,0.4938,0.49682,0.49622,0.49446,0.49193,0.48864,0.48598,0.48216,0.47924,0.47555,0.47355,0.47349,0.4734,0.47352,0.4745,0.47544,0.47894,0.48191,0.48398,0.48486,0.48582,0.48509,0.48444,0.48459,0.48555,0.48454,0.48338,0.4823,0.48291,0.48483,0.48728,0.49067,0.49501,0.49908,0.50517,0.51096,0.51605,0.52007,0.52409,0.52753,0.52918,0.5298,0.52847,0.52563,0.5224,0.51644,0.51245,0.50749,0.50291,0.49882,0.49619,0.49387,0.49153,0.4907,0.49294,0.49476,0.49596,0.49797,0.49915,0.50073,0.50302,0.505,0.50513,0.50651,0.50595,0.50525,0.50418,0.50264,0.50036,0.49897,0.49669,0.49361,0.49203,0.49152,0.4912,0.48899,0.49088,0.49366,0.49645,0.49976,0.50259,0.50516,0.50744,0.50929
0.55215,0.53665,0.52255,0.50812,0.49639,0.48712,0.47903,0.4747,0.47274,0.47263,0.47523,0.47819,0.4841,0.48767,0.49099,0.49289,0.49549,0.49742,0.49613,0.49347,0.4899,0.48579,0.48235,0.47773,0.47445,0.47038,0.46826,0.46805,0.46818,0.46853,0.46978,0.4711,0.47514,0.47869,0.4811,0.48261,0.48415,0.48348,0.48292,0.48294,0.48408,0.48312,0.48191,0.48103,0.48156,0.48364,0.48672,0.49035,0.49503,0.49943,0.50595,0.51175,0.51673,0.52055,0.5242,0.52735,0.52856,0.52856,0.52687,0.52365,0.52025,0.51422,0.51059,0.50589,0.5015,0.49801,0.49558,0.49353,0.49173,0.49148,0.49389,0.4958,0.4973,0.4995,0.50067,0.50242,0.50486,0.50681,0.50682,0.50796,0.50729,0.50627,0.50454,0.50258,0.50022,0.49861,0.49607,0.49314,0.49154,0.491,0.49097,0.48918,0.4912,0.49418,0.49719,0.50038,0.50314,0.50561,0.50754,0.50929
